year,leaid,lea_name,fips,state_leaid,street_mailing,city_mailing,state_mailing,zip_mailing,zip4_mailing,street_location,city_location,state_location,zip_location,zip4_location,phone,latitude,longitude,urban_centric_locale,cbsa,cbsa_type,csa,cmsa,necta,county_code,county_name,congress_district_id,bureau_indian_education,supervisory_union_number,agency_type,agency_level,boundary_change_indicator,agency_charter_indicator,lowest_grade_offered,highest_grade_offered,number_of_schools,enrollment,spec_ed_students,english_language_learners,migrant_students,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_fte,instructional_aides_fte,coordinators_fte,guidance_counselors_elem_fte,guidance_counselors_sec_fte,guidance_counselors_other_fte,guidance_counselors_total_fte,librarian_specialists_fte,librarian_support_staff_fte,lea_administrators_fte,lea_admin_support_staff_fte,school_administrators_fte,school_admin_support_staff_fte,support_staff_students_fte,support_staff_other_fte,staff_total_fte,lea_staff_total_fte,other_staff_fte,school_staff_total_fte,school_counselors_fte,state_leg_district_lower,state_leg_district_upper,school_psychologists_fte,support_staff_stu_wo_psych_fte
2023,0509420,MARKED TREE SCHOOL DISTRICT,5,AR-5604000,406 ST FRANCIS ST,MARKED TREE,AR,72365,00,406 ST FRANCIS ST,MARKED TREE,AR,72365,00,(870)358-2913,35.527621,-90.421165,42,27860,1,308,NA,NA,5111,Poinsett County,501,NA,,1,4,1,NA,-1,12,2,518,NA,NA,NA,0,3,22,13,1,41,4,4,1,0,NA,1,1,0,1,2,2,3,9,14,84,7,14.1,19.04,NA,05037,05019,0,9.04
2023,0509480,SEARCY COUNTY SCHOOL DISTRICT,5,AR-6502000,952 HIGHWAY 65 NORTH,MARSHALL,AR,72650,00,952 HIGHWAY 65 NORTH,MARSHALL,AR,72650,00,(870)448-3011,35.909329,-92.660713,43,-2,-2,-2,NA,NA,5129,Searcy County,501,NA,,1,4,1,NA,0,12,4,761,NA,NA,NA,2,3,34,47,7,94,31,1,0,1,NA,1,1,0,1,6,5,11,20,20,196,9,20.37,70.24,NA,05027,05024,0,20.79
2023,0509510,MARVELL-ELAINE SCHOOL DISTRICT,5,AR-5404000,P O BOX 1870,MARVELL,AR,72366,00,203 S PINE ST,MARVELL,AR,72366,00,(870)829-2101,34.559281,-90.911715,43,-2,-2,-2,NA,NA,5107,Phillips County,501,NA,,1,4,1,NA,-1,12,2,242,NA,NA,NA,0,1,11,8,1,22,1,5,0,0,NA,0,1,0,0,3,2,2,6,11,54,8,11.13,12,NA,05062,05009,0,6
2023,0509540,MAYFLOWER SCHOOL DISTRICT,5,AR-2305000,P O BOX 127,MAYFLOWER,AR,72106,00,15 OLD SANDY RD,MAYFLOWER,AR,72106,00,(501)470-0506,34.959044,-92.424261,41,30780,1,340,NA,NA,5045,Faulkner County,502,NA,,1,4,1,NA,-1,12,3,1051,NA,NA,NA,1,4,39,28,6,79,18,2,1,2,NA,3,3,0,1,6,5,9,15,22,164,9,22,50.04,NA,05069,05017,0,15
2023,0509570,MAYNARD SCHOOL DISTRICT,5,AR-6102000,P O BOX 499,MAYNARD,AR,72444,00,74 CAMPUS DR,MAYNARD,AR,72444,00,(870)647-2051,36.418084,-90.898616,42,-2,-2,-2,NA,NA,5121,Randolph County,501,NA,,1,4,1,NA,0,12,2,556,NA,NA,NA,0,3,25,61,2,92,20,1,1,1,NA,2,1,0,3,1,2,3,9,11,146,5,11,35.56,NA,05001,05021,0,9
2023,0509600,MCCRORY SCHOOL DISTRICT,5,AR-7403000,P O BOX 930,MCCRORY,AR,72101,00,509 N JACKSON ST,MCCRORY,AR,72101,00,(870)731-2535,35.261405,-91.19843,43,-2,-2,-2,NA,NA,5147,Woodruff County,501,NA,,1,4,1,NA,0,12,2,555,NA,NA,NA,2,3,22,22,4,55,7,1,1,1,NA,2,2,0,2,2,2,3,8,22,107,5,22.5,22.5,NA,05061,05010,0,8
2023,0509630,MCGEHEE SCHOOL DISTRICT,5,AR-2105000,409 OAK ST,MCGEHEE,AR,71654,00,409 OAK ST,MCGEHEE,AR,71654,00,(870)222-3670,33.626929,-91.400174,43,-2,-2,-2,NA,NA,5041,Desha County,501,NA,,1,4,1,NA,0,12,3,1046,NA,NA,NA,3,5,43,26,8,86,25,5,2,1,NA,3,2,1,2,5,4,7,10,18,170,12,18,50,NA,05094,05008,1,9.5
2023,0509720,MELBOURNE SCHOOL DISTRICT,5,AR-3302000,P O BOX 250,MELBOURNE,AR,72556,00,303 SCHOOL DR,MELBOURNE,AR,72556,00,(870)368-4500,36.067979,-91.838334,43,-2,-2,-2,NA,NA,5065,Izard County,501,NA,,1,4,1,NA,0,12,2,768,NA,NA,NA,13,3,30,53,4,105,14,1,1,1,NA,2,1,0,2,4,3,5,10,22,171,7,22,33.92,NA,05027,05023,0,10.58
2023,0509750,MENA SCHOOL DISTRICT,5,AR-5703000,501 HICKORY ST,MENA,AR,71953,00,501 HICKORY,MENA,AR,71953,00,(479)394-1710,34.58751,-94.239426,33,-2,-2,-2,NA,NA,5113,Polk County,504,NA,,1,4,1,NA,0,12,5,1697,NA,NA,NA,0,7,67,85,9,169,38,5,1,2,NA,4,4,0,3,7,6,10,16,30,295,15,30.79,75.23,NA,05086,05005,1,15.83
2023,0509780,MINERAL SPRINGS SCHOOL DISTRICT,5,AR-3104000,P O BOX 189,MINERAL SPRINGS,AR,71851,00,130 W BROWNING,MINERAL SPRINGS,AR,71851,00,(870)287-4748,33.87882,-93.919505,43,-2,-2,-2,NA,NA,5061,Howard County,504,NA,,1,4,1,NA,0,12,2,395,NA,NA,NA,0,3,24,27,2,58,12,2,1,1,NA,2,1,0,1,8,2,3,5,21,116,12,21,23.5,NA,05088,05004,0,5
2023,0509840,MONTICELLO SCHOOL DISTRICT,5,AR-2203000,935 SCOGIN DR,MONTICELLO,AR,71655,00,935 SCOGIN DR,MONTICELLO,AR,71655,00,(870)367-4000,33.608751,-91.814141,33,-2,-2,-2,NA,NA,5043,Drew County,504,NA,,1,4,1,NA,-1,12,5,1643,NA,NA,NA,3,7,60,44,8,123,68,5,2,3,NA,5,4,0,3,10,9,4,32,50,314,18,50.5,117.6,NA,05094,05001,0,32
2023,0509990,MOUNT IDA SCHOOL DISTRICT,5,AR-4902000,P O BOX 1230,MOUNT IDA,AR,71957,00,338 WHITTINGTON ST,MOUNT IDA,AR,71957,00,(870)867-2323,34.557099,-93.63748,42,-2,-2,-2,NA,NA,5097,Montgomery County,504,NA,,1,4,1,NA,0,12,2,434,NA,NA,NA,0,2,22,22,1,48,12,1,1,1,NA,2,2,0,1,2,2,4,5,8,87,4,8,25,NA,05086,05005,0,5
2023,0510080,MT. VERNON/ENOLA SCHOOL DISTRICT,5,AR-2306000,P O BOX 43,MT VERNON,AR,72111,00,38 GARLAND SPGS RD,MT VERNON,AR,72111,00,(501)849-2220,35.226191,-92.13132,42,30780,1,340,NA,NA,5045,Faulkner County,502,NA,,1,4,1,NA,0,12,2,528,NA,NA,NA,1,2,18,14,2,40,22,1,1,0,NA,1,1,0,1,2,4,1,9,12,96,4,12,38.5,NA,05057,05018,0,9.5
2023,0510170,MOUNTAIN PINE SCHOOL DISTRICT,5,AR-2607000,P O BOX 1,MOUNTAIN PINE,AR,71956,00,734 BLAKELY DAM RD,MOUNTAIN PINE,AR,71956,00,(501)767-1540,34.575441,-93.180221,41,26300,1,284,NA,NA,5051,Garland County,504,NA,,1,4,1,NA,0,12,2,599,NA,NA,NA,0,2,26,34,4,67,15,3,1,1,NA,2,1,0,2,3,3,3,6,19,125,8,19.5,28,NA,05085,05006,0,6
2023,0510200,MOUNTAIN VIEW SCHOOL DISTRICT,5,AR-6901000,210 HIGH SCHOOL DR,MOUNTAIN  VIEW,AR,72560,00,210 HIGH SCHOOL DR,MOUNTAIN VIEW,AR,72560,00,(870)269-3443,35.860225,-92.084929,43,-2,-2,-2,NA,NA,5137,Stone County,501,NA,,1,4,1,NA,-1,12,7,1606,NA,NA,NA,0,8,71,80,7,168,39,0,1,2,NA,4,5,0,5,11,8,6,14,53,314,16,53.36,72.51,NA,05041,05024,0,14
2023,0510260,MOUNTAINBURG SCHOOL DISTRICT,5,AR-1703000,129 HWY 71 SW,MOUNTAINBURG,AR,72946,00,129 HWY 71 SW,MOUNTAINBURG,AR,72946,00,(479)369-2121,35.630591,-94.171775,42,22900,1,-2,NA,NA,5033,Crawford County,503,NA,,1,4,1,NA,0,12,3,592,NA,NA,NA,2,3,24,30,2,62,13,2,1,2,NA,3,1,0,1,5,2,4,15,23,134,9,23,35.98,NA,05025,05029,0,15
2023,0510290,MULBERRY/PLEASANT VIEW BI-COUNTY SCHOOLS,5,AR-1704000,P O BOX DRAWER D,MULBERRY,AR,72947,00,203 W FIFTH ST,MULBERRY,AR,72947,00,(479)997-1715,35.500639,-94.055495,42,22900,1,-2,NA,NA,5033,Crawford County,503,NA,,1,4,1,NA,0,12,3,385,NA,NA,NA,2,2,18,22,2,48,13,1,0,0,NA,1,1,0,2,4,2,3,10,11,99,7,11.52,30.75,NA,05025,05029,0,10.15
2023,0510320,SOUTH PIKE COUNTY SCHOOL DISTRICT,5,AR-5504000,605 3RD AVE,DELIGHT,AR,71958,00,605 3RD AVE,MURFREESBORO,AR,71958,00,(870)379-2214,34.057332,-93.686254,43,-2,-2,-2,NA,NA,5109,Pike County,504,NA,,1,4,1,NA,0,12,2,671,NA,NA,NA,0,4,38,30,5,78,12,0,1,1,NA,2,2,0,1,3,3,3,8,15,127,4,15,28,NA,05089,05003,0,8
2023,0510380,NASHVILLE SCHOOL DISTRICT,5,AR-3105000,600 N FOURTH,NASHVILLE,AR,71852,00,600 N FOURTH ST,NASHVILLE,AR,71852,00,(870)845-3425,33.949462,-93.850131,43,-2,-2,-2,NA,NA,5061,Howard County,504,NA,,1,4,1,NA,0,12,4,1871,NA,NA,NA,0,9,70,59,8,147,25,5,3,2,NA,5,2,0,1,8,9,8,6,36,254,14,36.9,50.5,NA,05088,05004,0,6
2023,0510410,NEMO VISTA SCHOOL DISTRICT,5,AR-1503000,5690 HWY 9,CENTER RIDGE,AR,72027,00,5690 HWY 9,CENTER RIDGE,AR,72027,00,(501)893-2925,35.36965,-92.563632,42,-2,-2,-2,NA,NA,5029,Conway County,502,NA,,1,4,1,NA,0,12,3,464,NA,NA,NA,2,3,20,35,5,66,18,3,1,1,NA,2,1,0,2,3,4,9,6,7,121,8,7,38.3,NA,05043,05025,0,6
2023,0510440,NETTLETON SCHOOL DISTRICT,5,AR-1611000,3300 ONE PLACE,JONESBORO,AR,72401,00,2616 PROGRESS DR,JONESBORO,AR,72401,00,(870)910-7800,35.80621,-90.648633,13,27860,1,308,NA,NA,5031,Craighead County,501,NA,,1,4,1,NA,-1,12,8,3823,NA,NA,NA,7,18,138,74,35,274,89,5,7,3,NA,10,8,2,7,19,19,34,69,74,613,31,74.5,223.51,NA,05036,05019,0,69.88
2023,0510560,NORFORK SCHOOL DISTRICT,5,AR-0304000,44 FIREBALL LN,NORFORK,AR,72658,00,44 FIREBALL LN,NORFORK,AR,72658,00,(870)499-5228,36.19719,-92.267609,42,34260,2,-2,NA,NA,5005,Baxter County,501,NA,,1,4,1,NA,0,12,2,454,NA,NA,NA,0,2,19,25,4,51,8,0,0,1,NA,1,1,0,1,3,2,5,5,15,94,4,15,21.5,NA,05004,05023,0,5
2023,0510680,NORTH LITTLE ROCK SCHOOL DISTRICT,5,AR-6002000,2700 POPLAR ST,NORTH LITTLE ROCK,AR,72114,00,2700 POPLAR ST,NORTH LITTLE ROCK,AR,72114,00,(501)771-8000,34.776848,-92.270732,13,30780,1,340,NA,NA,5119,Pulaski County,502,NA,,1,4,1,NA,-1,12,14,7850,NA,NA,NA,30,34,262,176,22,525,182,56,10,10,NA,20,15,1,7,47,40,51,238,167,1350,110,167,527.15,NA,05072,05012,7,231.15
2023,0510920,OMAHA SCHOOL DISTRICT,5,AR-0504000,522 W COLLEGE,OMAHA,AR,72662,00,522 W COLLEGE,OMAHA,AR,72662,00,(870)426-3366,36.448833,-93.196179,43,25460,2,-2,NA,NA,5009,Boone County,501,NA,,1,4,1,NA,0,12,2,382,NA,NA,NA,1,1,14,44,1,63,9,0,1,0,NA,1,1,0,1,2,2,4,9,7,100,3,7,25.25,NA,05006,05028,0,9.25
2023,0510950,OSCEOLA SCHOOL DISTRICT,5,AR-4713000,2750 W SEMMES,OSCEOLA,AR,72370,00,2750 W SEMMES,OSCEOLA,AR,72370,00,(870)563-2561,35.706061,-90.011707,32,14180,2,-2,NA,NA,5093,Mississippi County,501,NA,,1,4,1,NA,-1,12,4,925,NA,NA,NA,4,4,39,39,2,90,23,3,1,2,NA,3,1,0,4,10,9,8,9,11,173,17,11,51.45,NA,05034,05019,0,9
2023,0510980,OUACHITA SCHOOL DISTRICT,5,AR-3005000,166 SCHOOLHOUSE RD,DONALDSON,AR,71941,00,166 SCHOOLHOUSE RD,DONALDSON,AR,71941,00,(501)384-2318,34.23977,-92.964039,42,31680,2,284,NA,NA,5059,Hot Spring County,504,NA,,1,4,1,NA,0,12,2,545,NA,NA,NA,0,2,16,28,0,48,7,1,1,1,NA,2,1,0,1,2,2,4,8,11,88,4,11,22.51,NA,05090,05007,0,8
2023,0511010,OZARK SCHOOL DISTRICT,5,AR-2404000,P O BOX 135,OZARK,AR,72949,00,1609 WALDEN DR,OZARK,AR,72949,00,(479)667-4118,35.49262,-93.842019,42,-2,-2,-2,NA,NA,5047,Franklin County,504,NA,,1,4,1,NA,-1,12,4,1736,NA,NA,NA,2,8,64,53,6,134,41,4,3,2,NA,5,3,0,3,9,6,13,31,34,286,16,34.22,95.75,NA,05026,05026,0,31.55
2023,0511070,PANGBURN SCHOOL DISTRICT,5,AR-7309000,1100 SHORT ST,PANGBURN,AR,72121,00,1100 SHORT ST,PANGBURN,AR,72121,00,(501)728-4511,35.429204,-91.835168,42,42620,2,340,NA,NA,5145,White County,502,NA,,1,4,1,NA,0,12,2,771,NA,NA,NA,1,4,26,55,2,89,22,1,2,1,NA,3,1,0,1,7,4,5,10,28,172,9,28,42,NA,05040,05018,0,10
2023,0511130,PARIS SCHOOL DISTRICT,5,AR-4203000,2711 E WALNUT STREET,PARIS,AR,72855,00,2711 E WALNUT STREET,PARIS,AR,72855,00,(479)963-3243,35.292369,-93.707598,43,-2,-2,-2,NA,NA,5083,Logan County,504,NA,,1,4,1,NA,-1,12,3,1031,NA,NA,NA,2,5,39,42,3,93,22,2,1,2,NA,3,2,0,2,5,3,7,25,30,195,9,30,59.5,NA,05046,05026,0,25
2023,0511220,PARKERS CHAPEL SCHOOL DIST.,5,AR-7007000,401 PARKERS CHAPEL RD,EL DORADO,AR,71730,00,401 PARKERS CHAPEL RD,EL DORADO,AR,71730,00,(870)862-4641,33.168107,-92.721577,33,20980,2,-2,NA,NA,5139,Union County,504,NA,,1,4,1,NA,0,12,2,778,NA,NA,NA,0,3,28,52,3,87,15,1,1,1,NA,2,2,0,2,4,3,7,8,25,158,7,25.5,35,NA,05097,05002,0,8
2023,0511340,PERRYVILLE SCHOOL DISTRICT,5,AR-5303000,614 S FOURCHE AVE,PERRYVILLE,AR,72126,00,614 S FOURCHE AVE,PERRYVILLE,AR,72126,00,(501)889-2327,35.00077,-92.798676,42,30780,1,340,NA,NA,5105,Perry County,502,NA,,1,4,1,NA,-1,12,2,935,NA,NA,NA,0,4,33,42,8,89,20,1,1,1,NA,3,2,0,1,2,3,5,14,23,165,4,23,45,NA,05054,05005,0,14
2023,0511370,PIGGOTT SCHOOL DISTRICT,5,AR-1104000,P O BOX 387,PIGGOTT,AR,72454,00,429 E MAIN,PIGGOTT,AR,72454,00,(870)598-2572,36.381729,-90.185823,43,-2,-2,-2,NA,NA,5021,Clay County,501,NA,,1,4,1,NA,0,12,2,773,NA,NA,NA,3,4,32,41,5,86,14,0,1,1,NA,2,2,0,1,3,4,4,14,21,152,4,21,38.5,NA,05001,05021,0,14
2023,0511610,POCAHONTAS SCHOOL DISTRICT,5,AR-6103000,2300 N PARK,POCAHONTAS,AR,72455,00,2300 N  PARK,POCAHONTAS,AR,72455,00,(870)892-4573,36.279454,-90.98332,32,-2,-2,-2,NA,NA,5121,Randolph County,501,NA,,1,4,1,NA,-1,12,4,1966,NA,NA,NA,3,8,63,101,10,186,48,6,2,2,NA,4,4,0,1,8,5,10,29,36,340,16,36.5,96.5,NA,05002,05021,1,28
2023,0511700,POTTSVILLE SCHOOL DISTRICT,5,AR-5804000,7000 SR 247,POTTSVILLE,AR,72858,00,7000 SR 247,POTTSVILLE,AR,72858,00,(479)968-8101,35.237267,-93.03129,41,40780,2,-2,NA,NA,5115,Pope County,504,NA,,1,4,1,NA,0,12,4,1798,NA,NA,NA,0,7,61,78,13,162,25,8,1,3,NA,4,4,2,3,8,5,12,27,37,299,19,37,76.67,NA,05044,05025,0,27.75
2023,0511730,POYEN SCHOOL DISTRICT,5,AR-2703000,P O BOX 209,POYEN,AR,72128,00,14296 HWY 270 W,POYEN,AR,72128,00,(501)332-8884,34.324348,-92.641457,42,30780,1,340,NA,NA,5053,Grant County,504,NA,,1,4,1,NA,0,12,2,502,NA,NA,NA,0,2,19,39,4,66,2,0,0,1,NA,1,1,0,1,5,2,3,5,8,96,7,8,13.07,NA,05092,05002,0,5
2023,0511760,PRAIRIE GROVE SCHOOL DISTRICT,5,AR-7206000,110 SCHOOL ST,PRAIRIE GROVE,AR,72753,00,110 SCHOOL ST,PRAIRIE GROVE,AR,72753,00,(479)846-4213,35.975863,-94.316964,31,22220,1,-2,NA,NA,5143,Washington County,503,NA,,1,4,1,NA,-1,12,4,2216,NA,NA,NA,0,10,75,83,10,179,39,12,2,3,NA,5,4,0,2,10,7,11,39,30,338,24,30,100.01,NA,05023,05035,0,39
2023,0511820,PRESCOTT SCHOOL DISTRICT,5,AR-5006000,762 MARTIN ST,PRESCOTT,AR,71857,00,762 MARTIN ST,PRESCOTT,AR,71857,00,(870)887-3016,33.791696,-93.376814,43,-2,-2,-2,NA,NA,5099,Nevada County,504,NA,,1,4,1,NA,0,12,3,911,NA,NA,NA,2,4,34,52,3,96,22,3,1,2,NA,3,3,0,2,7,3,3,5,26,174,12,26,37,NA,05089,05003,0,5.5
2023,0511850,PULASKI COUNTY SPECIAL SCHOOL DISTRICT,5,AR-6003000,P O BOX 8601,LITTLE ROCK,AR,72216,00,925 E DIXON RD,LITTLE ROCK,AR,72216,00,(501)490-2000,34.672954,-92.255854,21,30780,1,340,NA,NA,5119,Pulaski County,504,NA,,1,4,1,NA,-1,12,26,12290,NA,NA,NA,24,52,439,320,97,935,277,52,18,28,NA,46,25,0,18,87,63,143,247,438,2333,157,438.4,756.8,NA,05080,05012,3,244.8
2023,0511880,QUITMAN SCHOOL DISTRICT,5,AR-1203000,P O BOX 178,QUITMAN,AR,72131,00,6275 HEBER SPRINGS RD W,QUITMAN,AR,72131,00,(501)589-3156,35.37946,-92.2221,42,-2,-2,-2,NA,NA,5023,Cleburne County,502,NA,,1,4,1,NA,0,12,3,870,NA,NA,NA,3,3,31,20,4,62,12,0,2,1,NA,3,1,0,1,2,6,2,12,14,116,3,14,33.5,NA,05042,05018,0,12
2023,0511970,ROGERS SCHOOL DISTRICT,5,AR-0405000,500 W WALNUT ST,ROGERS,AR,72756,00,500 W WALNUT ST,ROGERS,AR,72756,00,(479)636-3910,36.333081,-94.121991,13,22220,1,-2,NA,NA,5007,Benton County,503,NA,,1,4,1,NA,-1,12,23,15559,NA,NA,NA,17,73,558,447,72,1169,256,40,18,26,NA,44,23,14,12,71,65,83,372,135,2288,123,135.06,815.25,NA,05007,05032,19,353.43
2023,0512000,ROSE BUD SCHOOL DISTRICT,5,AR-7310000,124 SCHOOL RD,ROSE BUD,AR,72137,00,124 SCHOOL RD,ROSE BUD,AR,72137,00,(501)556-5815,35.334669,-92.071599,42,42620,2,340,NA,NA,5145,White County,502,NA,,1,4,1,NA,0,12,2,716,NA,NA,NA,1,3,31,44,3,84,20,2,1,1,NA,2,3,0,2,4,4,6,9,30,167,9,30,42.5,NA,05057,05018,0,9.5
2023,0512060,RUSSELLVILLE SCHOOL DISTRICT,5,AR-5805000,220 W 10 ST,RUSSELLVILLE,AR,72801,00,220 W 10TH ST,RUSSELLVILLE,AR,72801,00,(479)968-1306,35.270006,-93.136077,33,40780,2,-2,NA,NA,5115,Pope County,504,NA,,1,4,1,NA,-1,12,10,5497,NA,NA,NA,12,25,196,144,33,411,101,34,8,8,NA,16,9,0,5,44,24,47,38,148,877,83,148,219,NA,05053,05025,5,33
2023,0512090,SALEM SCHOOL DISTRICT,5,AR-2502000,313 HWY 62E,SALEM,AR,72576,00,313 HWY 62 E SUITE 1,SALEM,AR,72576,00,(870)895-2516,36.355593,-91.816286,43,-2,-2,-2,NA,NA,5049,Fulton County,501,NA,,1,4,1,NA,0,12,2,851,NA,NA,NA,0,4,30,51,5,90,5,0,1,2,NA,3,2,2,1,5,3,7,5,21,145,6,21.5,24,NA,05002,05023,0,5
2023,0512180,SCRANTON SCHOOL DISTRICT,5,AR-4204000,103 N TENTH ST,SCRANTON,AR,72863,00,103 N TENTH ST,SCRANTON,AR,72863,00,(479)938-7121,35.361834,-93.541896,42,-2,-2,-2,NA,NA,5083,Logan County,504,NA,,1,4,1,NA,0,12,2,432,NA,NA,NA,0,2,17,17,2,39,7,2,0,0,NA,1,0,0,1,2,2,3,5,9,72,5,9,18.24,NA,05046,05026,0,5.28
2023,0512210,SEARCY SCHOOL DISTRICT,5,AR-7311000,801 N ELM,SEARCY,AR,72143,00,801 N ELM ST,SEARCY,AR,72143,00,(501)268-3517,35.254661,-91.741016,32,42620,2,340,NA,NA,5145,White County,502,NA,,1,4,1,NA,-1,12,6,4012,NA,NA,NA,0,18,135,139,24,318,54,20,3,7,NA,11,6,2,4,18,15,23,36,73,582,42,73.25,137.48,NA,05058,05018,1,35.72
2023,0512420,SHIRLEY SCHOOL DISTRICT,5,AR-7104000,154 SCHOOL DR,SHIRLEY,AR,72153,00,154 SCHOOL DR,SHIRLEY,AR,72153,00,(501)723-8191,35.659621,-92.313014,43,-2,-2,-2,NA,NA,5141,Van Buren County,502,NA,,1,4,1,NA,0,12,2,315,NA,NA,NA,0,2,14,9,1,27,11,0,0,0,NA,1,0,0,1,4,1,1,6,11,65,5,11,20.5,NA,05043,05024,0,6.5
2023,0512450,SILOAM SPRINGS SCHOOL DISTRICT,5,AR-0406000,P O BOX 798,SILOAM SPRINGS,AR,72761,00,847 S DOGWOOD,SILOAM SPRINGS,AR,72761,00,(479)524-3191,36.177234,-94.554843,32,22220,1,-2,NA,NA,5007,Benton County,503,NA,,1,4,1,NA,-1,12,6,4659,NA,NA,NA,8,21,136,114,12,293,88,30,4,9,NA,13,6,6,8,15,20,37,86,74,676,53,74,243.6,NA,05017,05035,2,84
2023,0512480,SLOAN-HENDRIX SCHOOL DISTRICT,5,AR-3806000,P O BOX 1080,IMBODEN,AR,72434,00,1 GREYHOUND CIR,IMBODEN,AR,72434,00,(870)869-2384,36.200319,-91.185881,43,-2,-2,-2,NA,NA,5075,Lawrence County,501,NA,,1,4,1,NA,0,12,2,738,NA,NA,NA,0,3,28,38,4,73,14,1,1,1,NA,2,2,0,2,5,2,2,4,27,136,8,27.63,25,NA,05028,05022,0,4
2023,0512510,SMACKOVER-NORPHLET SCHOOL DISTRICT,5,AR-7008000,P O BOX 109,SMACKOVER,AR,71762,00,112 E 8TH ST,SMACKOVER,AR,71762,00,(870)725-3132,33.363939,-92.724302,42,20980,2,-2,NA,NA,5139,Union County,504,NA,,1,4,1,NA,0,12,3,1069,NA,NA,NA,6,5,41,41,4,99,30,4,1,1,NA,2,3,0,2,5,7,8,17,16,196,11,16.5,65.55,NA,05096,05002,0,17
2023,0512520,SOUTH CONWAY COUNTY SCHOOL DISTRICT,5,AR-1507000,704 E CHURCH STEET,MORRILTON,AR,72110,00,704 E CHURCH,MORRILTON,AR,72110,00,(501)354-9400,35.150778,-92.736542,32,-2,-2,-2,NA,NA,5029,Conway County,502,NA,,1,4,1,NA,-1,12,5,2353,NA,NA,NA,0,8,81,100,13,203,31,8,3,3,NA,6,4,0,4,13,9,14,46,62,401,25,62,104.5,NA,05043,05025,1,45
2023,0512540,SOUTHSIDE SCHOOL DISTRICT (INDEPENDENCE),5,AR-3209000,70 SCOTT DR,BATESVILLE,AR,72501,00,70 SCOTT DR,BATESVILLE,AR,72501,00,(870)251-2341,35.699853,-91.627657,42,12900,2,-2,NA,NA,5063,Independence County,501,NA,,1,4,1,NA,-1,12,4,2204,NA,NA,NA,8,8,67,77,9,171,92,5,1,3,NA,4,3,0,4,14,7,7,16,41,367,23,41.5,126.2,NA,05040,05022,0,16
2023,0512570,SOUTH SIDE SCHOOL DISTRICT(VANBUREN),5,AR-7105000,334 SOUTHSIDE RD,BEE BRANCH,AR,72013,00,334 SOUTHSIDE RD,BEE BRANCH,AR,72013,00,(501)654-2633,35.429264,-92.387714,42,-2,-2,-2,NA,NA,5141,Van Buren County,502,NA,,1,4,1,NA,0,12,2,481,NA,NA,NA,0,2,23,23,3,52,25,5,0,0,NA,1,2,0,1,2,1,4,12,15,122,8,15,44.98,NA,05042,05024,2,10
2023,0512630,SPRING HILL SCHOOL DISTRICT,5,AR-2906000,633 HWY 355 W,HOPE,AR,71801,00,633 HWY 355 W,HOPE,AR,71801,00,(870)777-8236,33.58436,-93.651823,42,-2,-2,-2,NA,NA,5057,Hempstead County,504,NA,,1,4,1,NA,-1,12,2,640,NA,NA,NA,1,3,22,34,3,64,11,2,1,1,NA,2,1,0,4,1,2,2,13,16,120,7,16,30,NA,05088,05003,0,13
2023,0512660,SPRINGDALE SCHOOL DISTRICT,5,AR-7207000,P O BOX 8,SPRINGDALE,AR,72765,00,804 W JOHNSON AVE,SPRINGDALE,AR,72764,00,(479)750-8800,36.187219,-94.137619,13,22220,1,-2,NA,NA,5143,Washington County,503,NA,,1,4,1,NA,-1,12,29,21788,NA,NA,NA,59,86,732,571,92,1542,248,42,20,34,NA,54,31,21,19,94,78,158,377,498,3163,155,498,913.92,NA,05011,05031,21,356.42
2023,0512930,STRONG-HUTTIG SCHOOL DISTRICT,5,AR-7009000,P O BOX 735,STRONG,AR,71765,00,108 E 5TH ST,STRONG,AR,71765,00,(870)797-7322,33.106404,-92.355626,43,20980,2,-2,NA,NA,5139,Union County,504,NA,,1,4,1,NA,0,12,1,309,NA,NA,NA,0,1,18,13,0,32,7,0,0,0,NA,0,2,0,1,3,1,4,7,11,71,4,11,22.35,NA,05096,05002,0,7.5
2023,0512960,STUTTGART SCHOOL DISTRICT,5,AR-0104000,2501 S MAIN,STUTTGART,AR,72160,00,2501 S MAIN,STUTTGART,AR,72160,00,(870)673-3561,34.476543,-91.552248,33,-2,-2,-2,NA,NA,5001,Arkansas County,501,NA,,1,4,1,NA,0,12,4,1544,NA,NA,NA,4,6,59,39,8,118,38,5,2,1,NA,4,3,0,2,11,7,13,33,36,273,19,36.25,94.8,NA,05061,05010,0,33.2
2023,0513080,GREENE COUNTY TECH SCHOOL DISTRICT,5,AR-2807000,5413 W KINGSHIGHWAY,PARAGOULD,AR,72450,00,5413 W KINGSHIGHWAY,PARAGOULD,AR,72450,00,(870)236-2762,36.065689,-90.557299,32,37500,2,308,NA,NA,5055,Greene County,501,NA,,1,4,1,NA,-1,12,6,3627,NA,NA,NA,11,15,106,89,29,251,95,9,4,4,NA,8,6,0,4,17,15,32,42,96,577,31,96,191,NA,05031,05021,2,40
